run_id,jenis,step,loss
gemma4-e2b-split70-s1,latih,970,0.4128361701965332
gemma4-e2b-split70-s1,latih,980,0.5007124423980713
gemma4-e2b-split70-s1,latih,990,0.48432235717773436
gemma4-e2b-split70-s1,latih,1000,0.5244549751281739
gemma4-e2b-split70-s1,latih,1010,0.6517652034759521
gemma4-e2b-split70-s1,latih,1020,0.49739832878112794
gemma4-e2b-split70-s1,latih,1030,0.5658909320831299
gemma4-e2b-split70-s1,latih,1040,0.4746108055114746
gemma4-e2b-split70-s1,latih,1050,0.4004556179046631
gemma4-e2b-split70-s1,latih,1060,0.4180962085723877
gemma4-e2b-split70-s1,latih,1070,0.46288528442382815
gemma4-e2b-split70-s1,latih,1080,0.42373175621032716
gemma4-e2b-split70-s1,latih,1090,0.5150991916656494
gemma4-e2b-split70-s1,latih,1100,0.41976404190063477
gemma4-e2b-split70-s1,latih,1110,0.31766817569732664
gemma4-e2b-split70-s1,latih,1120,0.416414737701416
gemma4-e2b-split70-s1,latih,1130,0.46372594833374026
gemma4-e2b-split70-s1,latih,1140,0.4345571994781494
gemma4-e2b-split70-s1,latih,1150,0.3662729740142822
gemma4-e2b-split70-s1,latih,1160,0.4749497890472412
gemma4-e2b-split70-s1,latih,1170,0.43324594497680663
gemma4-e2b-split70-s1,latih,1180,0.40277323722839353
gemma4-e2b-split70-s1,latih,1190,0.40001869201660156
gemma4-e2b-split70-s1,latih,1200,0.38279709815979
gemma4-e2b-split70-s1,latih,1210,0.45321455001831057
gemma4-e2b-split70-s1,latih,1220,0.43694186210632324
gemma4-e2b-split70-s1,latih,1230,0.4074732303619385
gemma4-e2b-split70-s1,latih,1240,0.3856957912445068
gemma4-e2b-split70-s1,latih,1250,0.388839864730835
gemma4-e2b-split70-s1,latih,1260,0.19511098861694337
gemma4-e2b-split70-s1,latih,1270,0.1936525821685791
gemma4-e2b-split70-s1,latih,1280,0.24486522674560546
gemma4-e2b-split70-s1,latih,1290,0.22385790348052978
gemma4-e2b-split70-s1,latih,1300,0.2301009178161621
gemma4-e2b-split70-s1,latih,1310,0.21043636798858642
gemma4-e2b-split70-s1,latih,1320,0.1822892904281616
gemma4-e2b-split70-s1,latih,1330,0.18918503522872926
gemma4-e2b-split70-s1,latih,1340,0.15180091857910155
gemma4-e2b-split70-s1,latih,1350,0.21897530555725098
gemma4-e2b-split70-s1,latih,1360,0.2150707244873047
gemma4-e2b-split70-s1,latih,1370,0.15801866054534913
gemma4-e2b-split70-s1,latih,1380,0.23131237030029297
gemma4-e2b-split70-s1,latih,1390,0.21744658946990966
gemma4-e2b-split70-s1,latih,1400,0.20785329341888428
gemma4-e2b-split70-s1,latih,1410,0.20763082504272462
gemma4-e2b-split70-s1,latih,1420,0.19455275535583497
gemma4-e2b-split70-s1,latih,1430,0.24255306720733644
gemma4-e2b-split70-s1,latih,1440,0.2202535390853882
gemma4-e2b-split70-s1,latih,1450,0.11852679252624512
gemma4-e2b-split70-s1,latih,1460,0.20788004398345947
gemma4-e2b-split70-s1,latih,1470,0.21506569385528565
gemma4-e2b-split70-s1,latih,1480,0.20368776321411133
gemma4-e2b-split70-s1,latih,1490,0.2256840467453003
gemma4-e2b-split70-s1,latih,1500,0.20812888145446778
gemma4-e2b-split70-s1,latih,1510,0.13564859628677367
gemma4-e2b-split70-s1,latih,1520,0.1991260290145874
gemma4-e2b-split70-s1,latih,1530,0.21015579700469972
gemma4-e2b-split70-s1,latih,1540,0.182095205783844
gemma4-e2b-split70-s1,latih,1550,0.18869481086730958
gemma4-e2b-split70-s1,latih,1560,0.15599871873855592
gemma4-e2b-split70-s1,latih,1570,0.19762725830078126
gemma4-e2b-split70-s1,latih,1580,0.1543218970298767
gemma4-e2b-split70-s1,latih,1590,0.18043510913848876
gemma4-e2b-split70-s1,latih,1600,0.18226927518844604
gemma4-e2b-split70-s1,latih,1610,0.15624221563339233
gemma4-e2b-split70-s1,latih,1620,0.18763244152069092
gemma4-e2b-split70-s1,latih,1630,0.16378870010375976
gemma4-e2b-split70-s1,latih,1640,0.13513662815093994
gemma4-e2b-split70-s1,latih,1650,0.1709882378578186
gemma4-e2b-split70-s1,latih,1660,0.18678888082504272
gemma4-e2b-split70-s1,latih,1670,0.15495458841323853
gemma4-e2b-split70-s1,latih,1680,0.19501298666000366
gemma4-e2b-split70-s1,latih,1690,0.2167072057723999
gemma4-e2b-split70-s1,latih,1700,0.19944508075714112
gemma4-e2b-split70-s1,latih,1710,0.16804039478302002
gemma4-e2b-split70-s1,latih,1720,0.1756584644317627
